57 93 0
57 90 0
57 87 0
57 84 0
57 84 0
57 81 0
57 78 100
60 78 100
0 78 150
63 75 550
63 78 800
69 75 600
66 75 850
69 75 900
66 72 800
66 72 600
66 72 400
66 75 150
63 75 0
60 78 0
60 81 0
60 87 0
57 90 0
60 96 0

60 93 0
57 90 0
57 87 0
57 84 0
57 84 0
57 81 100
57 78 100
60 78 150
60 75 550
63 75 800
66 75 600
66 75 850
66 75 900
66 75 800
66 75 600
66 75 400
66 75 150
66 75 0
63 78 0
63 81 0
60 81 0
63 87 0
63 90 0
60 93 0

60 96 0
60 93 0
57 90 0
57 87 0
57 87 100
57 84 100
57 84 150
63 81 550
63 81 800
66 78 600
66 78 850
69 78 900
66 78 800
69 78 600
69 78 400
69 78 150
66 78 0
63 78 0
63 78 0
63 78 0
60 78 0
60 78 0
60 78 0
60 81 0

60 93 0
60 90 0
60 84 0
57 84 100
60 81 100
60 78 150
60 78 550
60 78 800
60 75 600
63 75 850
66 72 900
66 72 800
69 72 600
69 72 400
66 72 150
66 72 0
66 72 0
69 72 0
66 72 0
63 72 0
60 72 0
60 72 0
60 72 0
57 72 0

57 87 0
57 84 0
57 81 100
57 81 100
57 78 150
57 75 550
57 75 800
60 75 600
60 72 850
60 72 900
63 72 800
63 69 600
66 69 400
66 69 150
69 69 0
69 69 0
69 69 0
66 66 0
63 69 0
60 69 0
60 69 0
60 72 0
60 72 0
60 75 0

60 87 0
60 84 100
60 84 100
60 81 150
60 78 550
60 78 800
60 75 600
60 72 850
0 72 900
0 72 800
0 72 600
0 72 400
66 72 150
66 69 0
66 69 0
66 69 0
66 69 0
63 72 0
63 72 0
60 75 0
60 78 0
57 81 0
57 87 0
60 90 0

60 84 100
60 81 100
60 78 150
60 78 550
57 75 800
60 75 600
60 75 850
60 72 900
60 72 800
63 69 600
63 69 400
69 69 150
69 69 0
69 69 0
69 69 0
69 69 0
66 69 0
66 69 0
66 69 0
60 72 0
60 75 0
60 78 0
57 81 0
57 87 0

57 87 100
57 84 150
57 81 550
57 78 800
57 78 600
57 75 850
57 72 900
60 72 800
60 72 600
60 69 400
66 69 150
69 69 0
72 69 0
72 66 0
69 66 0
69 66 0
69 66 0
66 69 0
66 69 0
63 72 0
60 75 0
60 78 0
60 84 0
60 87 100

57 87 150
57 84 550
57 81 800
60 81 600
60 78 850
60 75 900
60 75 800
60 72 600
63 72 400
63 69 150
69 69 0
72 69 0
75 69 0
72 66 0
72 66 0
72 69 0
72 69 0
69 69 0
66 72 0
63 72 0
60 72 0
60 75 0
60 81 100
60 84 300

57 102 550
57 99 800
57 96 600
57 93 850
57 90 900
60 87 800
60 84 600
60 81 400
60 78 150
66 78 0
69 78 0
72 78 0
75 75 0
72 75 0
72 75 0
69 75 0
69 75 0
69 75 0
66 75 0
63 75 0
60 75 0
60 75 100
60 78 300
60 78 550

60 111 800
60 105 600
60 99 850
60 96 900
60 93 800
57 90 600
57 87 400
60 84 150
60 84 0
63 81 0
66 78 0
69 75 0
72 75 0
69 72 0
69 72 0
69 72 0
69 72 0
69 72 0
66 72 0
63 72 0
60 72 100
60 72 300
60 72 550
60 72 600

57 99 600
60 93 850
57 90 900
60 87 800
60 84 600
60 81 400
60 78 150
60 75 0
63 75 0
66 75 0
72 75 0
72 75 0
72 72 0
72 72 0
69 72 0
69 72 0
69 72 0
66 72 0
66 75 0
63 78 100
60 78 300
60 81 550
60 84 600
60 87 750

60 93 850
60 90 900
60 87 800
60 84 600
60 81 400
60 78 150
60 78 0
63 75 0
66 75 0
69 72 0
69 72 0
75 72 0
75 72 0
72 69 0
72 69 0
72 69 0
72 69 0
69 72 0
69 72 100
66 72 300
63 75 550
63 78 600
63 81 750
60 84 850

60 99 900
63 96 800
63 96 600
63 90 400
60 90 150
63 87 0
63 84 0
63 81 0
63 81 0
60 78 0
63 78 0
63 78 0
66 75 0
69 75 0
72 75 0
72 75 0
69 75 0
69 75 100
66 75 300
63 78 550
63 78 600
60 81 750
60 87 850
60 90 900

60 96 800
60 93 600
60 90 400
60 87 150
60 84 0
60 81 0
60 78 0
63 78 0
63 75 0
63 75 0
63 75 0
63 75 0
66 72 0
66 72 0
66 72 0
66 72 0
66 72 100
69 75 300
69 75 550
63 78 600
63 81 750
60 84 850
60 87 900
60 93 800

60 90 600
60 87 400
60 84 150
60 81 0
60 78 0
63 78 0
63 75 0
63 75 0
66 75 0
66 72 0
69 72 0
69 69 0
69 69 0
72 69 0
69 69 0
69 69 100
66 72 300
66 72 550
66 72 600
63 75 750
60 75 850
60 78 900
60 81 800
60 84 750

60 96 400
60 93 150
57 90 0
57 87 0
57 81 0
60 78 0
60 75 0
60 75 0
63 72 0
63 72 0
63 72 0
66 72 0
69 69 0
69 72 0
69 72 100
69 69 300
69 69 550
66 69 600
66 69 750
63 69 850
60 69 900
60 72 800
60 72 750
60 75 550

60 102 150
60 96 0
60 93 0
60 93 0
60 90 0
60 87 0
60 87 0
60 84 0
63 81 0
69 81 0
75 78 0
75 78 0
75 78 0
75 75 100
72 75 300
72 75 550
69 75 600
69 72 750
69 72 850
63 75 900
63 75 800
60 75 750
60 75 550
60 75 350

60 111 0
60 108 0
60 102 0
60 99 0
60 96 0
0 90 0
0 90 0
63 87 0
69 84 0
72 84 0
78 81 0
84 78 0
81 78 100
81 78 300
78 78 550
78 75 600
78 75 750
75 75 850
69 78 900
66 78 800
63 81 750
63 84 550
63 87 350
63 90 100

63 123 0
63 117 0
63 114 0
60 111 0
63 105 0
63 102 0
63 99 0
66 96 0
66 93 0
69 90 0
78 90 0
81 90 100
84 90 300
81 87 550
81 87 600
81 87 750
78 87 850
81 87 900
81 87 800
81 87 750
81 90 550
78 93 350
72 96 100
69 99 0

69 111 0
66 108 0
66 105 0
66 99 0
66 99 0
66 96 0
66 93 0
66 90 0
66 90 0
69 87 0
69 84 100
72 84 300
69 84 550
66 81 600
69 81 750
69 81 850
72 81 900
72 81 800
66 81 750
66 84 550
63 87 350
63 90 100
63 90 0
63 93 0

63 105 0
60 99 0
60 96 0
0 93 0
0 93 0
0 90 0
0 87 0
63 84 0
63 84 0
63 84 100
66 81 300
66 81 550
69 81 600
72 78 750
72 78 850
72 78 900
69 78 800
69 78 750
66 78 550
66 78 350
63 81 100
63 84 0
63 87 0
63 90 0

63 102 0
63 99 0
63 96 0
63 93 0
63 90 0
63 90 0
63 87 0
63 87 0
63 84 100
63 81 300
63 81 550
66 78 600
66 78 750
69 78 850
69 78 900
69 78 800
69 78 750
69 78 550
66 78 350
66 78 100
63 81 0
63 84 0
63 87 0
63 90 0

63 108 0
63 108 0
63 105 0
63 102 0
63 99 0
63 96 0
63 93 0
63 93 100
63 90 300
63 90 550
66 87 600
69 84 750
69 84 850
69 84 900
69 84 800
69 84 750
69 81 550
69 81 350
66 81 100
63 81 0
63 84 0
63 84 0
63 84 0
63 84 0

63 105 0
63 102 0
63 96 0
63 93 0
63 90 0
63 87 0
63 87 100
63 84 300
63 84 550
66 81 600
66 81 750
69 78 850
72 78 900
75 78 800
72 78 750
72 78 550
69 75 350
69 75 100
66 75 0
63 75 0
63 75 0
63 75 0
63 78 0
63 78 0

63 102 0
63 99 0
63 93 0
63 90 0
63 87 0
63 87 100
63 84 300
63 84 550
66 81 600
66 81 750
69 78 850
75 78 900
75 78 800
75 75 750
72 75 550
72 75 350
72 75 100
69 75 0
69 75 0
63 78 0
63 78 0
63 81 0
60 84 0
60 87 0

60 114 0
60 108 0
60 105 0
60 99 0
60 96 100
60 93 300
63 90 550
63 90 600
66 87 750
72 87 850
78 84 900
75 84 800
75 84 750
72 81 550
72 81 350
75 78 100
75 78 0
72 78 0
69 81 0
66 81 0
63 84 0
63 84 0
63 90 0
63 93 0

63 27 0
63 57 0
63 84 0
63 111 100
63 105 300
63 99 550
63 96 600
66 93 750
69 90 850
72 90 900
75 87 800
75 87 750
75 87 550
75 84 350
75 84 100
72 84 0
72 84 0
72 84 0
69 87 0
66 87 0
63 87 0
63 90 0
63 93 0
63 96 0

63 123 0
63 117 0
63 111 100
60 108 300
63 105 550
63 102 600
63 99 750
66 96 850
69 93 900
75 90 800
78 90 750
78 90 550
78 87 350
78 87 100
75 87 0
75 84 0
72 84 0
72 84 0
69 84 0
69 84 0
66 84 0
63 87 0
63 90 0
63 93 0

63 123 0
60 117 100
60 111 300
60 108 550
57 102 600
57 99 750
60 96 850
66 93 900
69 93 800
75 90 750
78 90 550
78 87 350
81 87 100
78 87 0
78 84 0
78 84 0
78 84 0
78 84 0
78 87 0
72 87 0
69 87 0
66 90 0
66 90 0
66 93 0

66 138 100
63 132 300
63 126 550
63 120 600
63 117 750
63 114 850
63 108 900
63 105 800
66 102 750
75 99 550
78 99 350
84 96 100
81 96 0
78 93 0
78 93 0
78 90 0
81 90 0
78 90 0
75 90 0
72 90 0
69 87 0
69 87 0
69 87 0
66 87 50

66 150 300
63 141 550
63 138 600
66 132 750
66 126 850
63 123 900
66 117 800
69 114 750
72 114 550
75 111 350
78 108 100
78 105 0
78 102 0
75 102 0
75 99 0
75 99 0
75 96 0
75 96 0
75 96 0
69 96 0
66 96 0
66 96 0
66 96 50
63 96 200

63 135 550
63 129 600
63 123 750
63 117 850
63 114 900
60 108 800
63 108 750
69 105 550
72 102 350
78 99 100
81 96 0
81 93 0
78 90 0
78 90 0
78 87 0
78 87 0
78 87 0
78 87 0
72 87 0
72 87 0
69 90 0
66 93 50
66 99 200
66 102 450

63 132 600
63 126 750
63 120 850
63 117 900
63 111 800
63 108 750
66 105 550
69 102 350
72 99 100
75 96 0
81 96 0
81 93 0
81 93 0
78 93 0
78 90 0
78 90 0
78 90 0
78 90 0
72 90 0
69 90 0
66 90 50
66 93 200
66 96 450
66 96 650

63 129 750
63 120 850
63 114 900
63 111 800
63 108 750
63 105 550
63 102 350
69 99 100
72 96 0
75 96 0
78 93 0
81 93 0
81 93 0
81 90 0
78 90 0
78 87 0
78 87 0
75 90 0
75 90 0
69 90 50
69 93 200
66 93 450
63 96 650
63 99 700

63 129 850
63 123 900
63 120 800
63 114 750
63 111 550
63 108 350
63 105 100
69 105 0
69 102 0
75 99 0
78 96 0
81 96 0
78 93 0
78 93 0
78 90 0
75 90 0
75 90 0
75 87 0
72 87 50
69 90 200
66 90 450
63 90 650
63 93 700
60 96 750

63 138 900
