93 0
90 0
87 0
84 0
84 0
81 0
78 100
78 100
78 150
75 550
78 800
75 600
75 850
75 900
72 800
72 600
72 400
75 150
75 0
78 0
81 0
87 0
90 0
96 0

93 0
90 0
87 0
84 0
84 0
81 100
78 100
78 150
75 550
75 800
75 600
75 850
75 900
75 800
75 600
75 400
75 150
75 0
78 0
81 0
81 0
87 0
90 0
93 0

96 0
93 0
90 0
87 0
87 100
84 100
84 150
81 550
81 800
78 600
78 850
78 900
78 800
78 600
78 400
78 150
78 0
78 0
78 0
78 0
78 0
78 0
78 0
81 0

93 0
90 0
84 0
84 100
81 100
78 150
78 550
78 800
75 600
75 850
72 900
72 800
72 600
72 400
72 150
72 0
72 0
72 0
72 0
72 0
72 0
72 0
72 0
72 0

87 0
84 0
81 100
81 100
78 150
75 550
75 800
75 600
72 850
72 900
72 800
69 600
69 400
69 150
69 0
69 0
69 0
66 0
69 0
69 0
69 0
72 0
72 0
75 0

87 0
84 100
84 100
81 150
78 550
78 800
75 600
72 850
72 900
72 800
72 600
72 400
72 150
69 0
69 0
69 0
69 0
72 0
72 0
75 0
78 0
81 0
87 0
90 0

84 100
81 100
78 150
78 550
75 800
75 600
75 850
72 900
72 800
69 600
69 400
69 150
69 0
69 0
69 0
69 0
69 0
69 0
69 0
72 0
75 0
78 0
81 0
87 0

87 100
84 150
81 550
78 800
78 600
75 850
72 900
72 800
72 600
69 400
69 150
69 0
69 0
66 0
66 0
66 0
66 0
69 0
69 0
72 0
75 0
78 0
84 0
87 100

87 150
84 550
81 800
81 600
78 850
75 900
75 800
72 600
72 400
69 150
69 0
69 0
69 0
66 0
66 0
69 0
69 0
69 0
72 0
72 0
72 0
75 0
81 100
84 300

102 550
99 800
96 600
93 850
90 900
87 800
84 600
81 400
78 150
78 0
78 0
78 0
75 0
75 0
75 0
75 0
75 0
75 0
75 0
75 0
75 0
75 100
78 300
78 550

111 800
105 600
99 850
96 900
93 800
90 600
87 400
84 150
84 0
81 0
78 0
75 0
75 0
72 0
72 0
72 0
72 0
72 0
72 0
72 0
72 100
72 300
72 550
72 600

99 600
93 850
90 900
87 800
84 600
81 400
78 150
75 0
75 0
75 0
75 0
75 0
72 0
72 0
72 0
72 0
72 0
72 0
75 0
78 100
78 300
81 550
84 600
87 750

93 850
90 900
87 800
84 600
81 400
78 150
78 0
75 0
75 0
72 0
72 0
72 0
72 0
69 0
69 0
69 0
69 0
72 0
72 100
72 300
75 550
78 600
81 750
84 850

99 900
96 800
96 600
90 400
90 150
87 0
84 0
81 0
81 0
78 0
78 0
78 0
75 0
75 0
75 0
75 0
75 0
75 100
75 300
78 550
78 600
81 750
87 850
90 900

96 800
93 600
90 400
87 150
84 0
81 0
78 0
78 0
75 0
75 0
75 0
75 0
72 0
72 0
72 0
72 0
72 100
75 300
75 550
78 600
81 750
84 850
87 900
93 800

90 600
87 400
84 150
81 0
78 0
78 0
75 0
75 0
75 0
72 0
72 0
69 0
69 0
69 0
69 0
69 100
72 300
72 550
72 600
75 750
75 850
78 900
81 800
84 750

96 400
93 150
90 0
87 0
81 0
78 0
75 0
75 0
72 0
72 0
72 0
72 0
69 0
72 0
72 100
69 300
69 550
69 600
69 750
69 850
69 900
72 800
72 750
75 550

102 150
96 0
93 0
93 0
90 0
87 0
87 0
84 0
81 0
81 0
78 0
78 0
78 0
75 100
75 300
75 550
75 600
72 750
72 850
75 900
75 800
75 750
75 550
75 350

111 0
108 0
102 0
99 0
96 0
90 0
90 0
87 0
84 0
84 0
81 0
78 0
78 100
78 300
78 550
75 600
75 750
75 850
78 900
78 800
81 750
84 550
87 350
90 100

123 0
117 0
114 0
111 0
105 0
102 0
99 0
96 0
93 0
90 0
90 0
90 100
90 300
87 550
87 600
87 750
87 850
87 900
87 800
87 750
90 550
93 350
96 100
99 0

111 0
108 0
105 0
99 0
99 0
96 0
93 0
90 0
90 0
87 0
84 100
84 300
84 550
81 600
81 750
81 850
81 900
81 800
81 750
84 550
87 350
90 100
90 0
93 0

105 0
99 0
96 0
93 0
93 0
90 0
87 0
84 0
84 0
84 100
81 300
81 550
81 600
78 750
78 850
78 900
78 800
78 750
78 550
78 350
81 100
84 0
87 0
90 0

102 0
99 0
96 0
93 0
90 0
90 0
87 0
87 0
84 100
81 300
81 550
78 600
78 750
78 850
78 900
78 800
78 750
78 550
78 350
78 100
81 0
84 0
87 0
90 0

108 0
108 0
105 0
102 0
99 0
96 0
93 0
93 100
90 300
90 550
87 600
84 750
84 850
84 900
84 800
84 750
81 550
81 350
81 100
81 0
84 0
84 0
84 0
84 0

105 0
102 0
96 0
93 0
90 0
87 0
87 100
84 300
84 550
81 600
81 750
78 850
78 900
78 800
78 750
78 550
75 350
75 100
75 0
75 0
75 0
75 0
78 0
78 0

102 0
99 0
93 0
90 0
87 0
87 100
84 300
84 550
81 600
81 750
78 850
78 900
78 800
75 750
75 550
75 350
75 100
75 0
75 0
78 0
78 0
81 0
84 0
87 0

114 0
108 0
105 0
99 0
96 100
93 300
90 550
90 600
87 750
87 850
84 900
84 800
84 750
81 550
81 350
78 100
78 0
78 0
81 0
81 0
84 0
84 0
90 0
93 0

27 0
57 0
84 0
111 100
105 300
99 550
96 600
93 750
90 850
90 900
87 800
87 750
87 550
84 350
84 100
84 0
84 0
84 0
87 0
87 0
87 0
90 0
93 0
96 0

123 0
117 0
111 100
108 300
105 550
102 600
99 750
96 850
93 900
90 800
90 750
90 550
87 350
87 100
87 0
84 0
84 0
84 0
84 0
84 0
84 0
87 0
90 0
93 0

123 0
117 100
111 300
108 550
102 600
99 750
96 850
93 900
93 800
90 750
90 550
87 350
87 100
87 0
84 0
84 0
84 0
84 0
87 0
87 0
87 0
90 0
90 0
93 0

138 100
132 300
126 550
120 600
117 750
114 850
108 900
105 800
102 750
99 550
99 350
96 100
96 0
93 0
93 0
90 0
90 0
90 0
90 0
90 0
87 0
87 0
87 0
87 50

150 300
141 550
138 600
132 750
126 850
123 900
117 800
114 750
114 550
111 350
108 100
105 0
102 0
102 0
99 0
99 0
96 0
96 0
96 0
96 0
96 0
96 0
96 50
96 200

135 550
129 600
123 750
117 850
114 900
108 800
108 750
105 550
102 350
99 100
96 0
93 0
90 0
90 0
87 0
87 0
87 0
87 0
87 0
87 0
90 0
93 50
99 200
102 450

132 600
126 750
120 850
117 900
111 800
108 750
105 550
102 350
99 100
96 0
96 0
93 0
93 0
93 0
90 0
90 0
90 0
90 0
90 0
90 0
90 50
93 200
96 450
96 650

129 750
120 850
114 900
111 800
108 750
105 550
102 350
99 100
96 0
96 0
93 0
93 0
93 0
90 0
90 0
87 0
87 0
90 0
90 0
90 50
93 200
93 450
96 650
99 700

129 850
123 900
120 800
114 750
111 550
108 350
105 100
105 0
102 0
99 0
96 0
96 0
93 0
93 0
90 0
90 0
90 0
87 0
87 50
90 200
90 450
90 650
93 700
96 750

138 900
132 800
129 750
123 550
117 350
111 100
111 0
108 0
105 0
102 0
102 0
99 0
96 0
93 0
93 0
93 0
90 0
93 50
93 200
96 450
96 650
99 700
99 750
102 750

141 800
132 750
126 550
120 350
114 100
111 0
108 0
105 0
102 0
99 0
96 0
93 0
93 0
93 0
90 0
90 0
90 50
90 200
87 450
90 650
87 700
87 750
90 750
90 850

132 750
129 550
126 350
120 100
117 0
111 0
108 0
105 0
102 0
99 0
96 0
96 0
96 0
93 0
93 0
93 50
93 200
93 450
93 650
93 700
90 750
90 750
90 850
93 850

171 550
162 350
156 100
150 0
144 0
138 0
132 0
129 0
126 0
123 0
120 0
117 0
114 0
111 0
111 50
108 200
108 450
108 650
108 700
108 750
108 750
108 850
111 850
114 750

156 350
150 100
144 0
138 0
135 0
129 0
126 0
123 0
117 0
114 0
111 0
108 0
105 0
105 50
102 200
102 450
105 650
105 700
105 750
102 750
105 850
108 850
108 750
114 600

156 100
147 0
141 0
138 0
132 0
129 0
123 0
120 0
117 0
114 0
111 0
111 0
108 50
108 200
108 450
105 650
105 700
105 750
105 750
105 850
108 850
111 750
114 600
117 300

147 0
141 0
135 0
129 0
126 0
120 0
117 0
117 0
114 0
114 0
111 0
108 50
105 200
102 450
99 650
99 700
99 750
102 750
102 850
102 850
102 750
105 600
105 300
108 150

147 0
141 0
135 0
132 0
129 0
126 0
120 0
117 0
111 0
108 0
105 50
105 200
102 450
102 650
99 700
99 750
99 750
96 850
96 850
96 750
96 600
96 300
96 150
96 0

141 0
135 0
132 0
129 0
126 0
123 0
117 0
114 0
108 0
108 50
105 200
102 450
102 650
99 700
96 750
96 750
96 850
93 850
93 750
93 600
90 300
90 150
93 0
93 0

129 0
126 0
120 0
117 0
111 0
108 0
105 0
102 0
99 50
96 200
96 450
96 650
93 700
93 750
93 750
93 850
93 850
93 750
93 600
90 300
90 150
90 0
90 0
90 0

114 0
111 0
108 0
102 0
99 0
96 0
96 0
93 50
93 200
90 450
90 650
90 700
87 750
87 750
87 850
84 850
84 750
84 600
87 300
87 150
87 0
90 0
96 0
96 0

108 0
105 0
102 0
99 0
96 0
96 0
93 50
90 200
90 450
87 650
87 700
84 750
84 750
84 850
84 850
84 750
84 600
84 300
84 150
87 0
87 0
90 0
93 0
96 0

120 0
114 0
111 0
105 0
102 0
99 50
96 200
96 450
93 650
93 700
90 750
90 750
90 850
87 850
87 750
90 600
87 300
90 150
90 0
90 0
93 0
93 0
96 0
99 0

111 0
105 0
102 0
99 0
96 50
93 200
90 450
90 650
87 700
87 750
87 750
84 850
84 850
84 750
84 600
84 300
84 150
84 0
84 0
84 0
87 0
87 0
90 0
93 0

105 0
102 0
96 0
93 50
90 200
87 450
84 650
84 700
81 750
81 750
78 850
78 850
78 750
78 600
75 300
75 150
75 0
78 0
78 0
81 0
81 0
84 0
87 0
90 0

111 0
108 0
105 50
102 200
99 450
96 650
93 700
90 750
87 750
84 850
84 850
84 750
81 600
81 300
81 150
78 0
78 0
78 0
78 0
78 0
78 0
81 0
81 0
81 0

117 0
111 50
108 200
105 450
99 650
99 700
96 750
93 750
93 850
90 850
90 750
87 600
87 300
87 150
87 0
84 0
84 0
84 0
84 0
84 0
81 0
81 0
81 0
81 0

126 50
123 200
120 450
117 650
111 700
108 750
102 750
99 850
96 850
96 750
93 600
93 300
93 150
93 0
90 0
90 0
90 0
90 0
90 0
90 0
90 0
93 0
96 0
99 0

30 200
60 450
90 650
120 700
114 750
111 750
105 850
