CRF++: Yet Another CRF Tool Kit
Copyright (C) 2005-2013 Taku Kudo, All rights reserved.

reading training data: 100.. 
Done!0.04 s

Number of sentences: 151
Number of features:  65060
Number of thread(s): 4
Freq:                1
eta:                 0.00010
C:                   4.00000
shrinking size:      20
iter=0 terr=0.51932 serr=1.00000 act=65060 obj=10856.53376 diff=1.00000
iter=1 terr=0.51932 serr=1.00000 act=65060 obj=8757.23738 diff=0.19337
iter=2 terr=0.51932 serr=1.00000 act=65060 obj=32221.68111 diff=2.67943
iter=3 terr=0.51932 serr=1.00000 act=65060 obj=7437.00465 diff=0.76919
iter=4 terr=0.51932 serr=1.00000 act=65060 obj=6945.90784 diff=0.06603
iter=5 terr=0.51932 serr=1.00000 act=65060 obj=6704.81314 diff=0.03471
iter=6 terr=0.51932 serr=1.00000 act=65060 obj=6437.94944 diff=0.03980
iter=7 terr=0.51932 serr=1.00000 act=65060 obj=6187.93819 diff=0.03883
iter=8 terr=0.51932 serr=1.00000 act=65060 obj=5804.53940 diff=0.06196
iter=9 terr=0.51932 serr=1.00000 act=65060 obj=5591.66258 diff=0.03667
iter=10 terr=0.51849 serr=1.00000 act=65060 obj=4635.93280 diff=0.17092
iter=11 terr=0.52180 serr=1.00000 act=65060 obj=4094.25958 diff=0.11684
iter=12 terr=0.51766 serr=1.00000 act=65060 obj=3817.68812 diff=0.06755
iter=13 terr=0.52263 serr=1.00000 act=65060 obj=3603.54076 diff=0.05609
iter=14 terr=0.50497 serr=0.99338 act=65060 obj=3408.58774 diff=0.05410
iter=15 terr=0.50248 serr=0.99338 act=65060 obj=3168.91176 diff=0.07032
iter=16 terr=0.49283 serr=0.99338 act=65060 obj=2927.51790 diff=0.07618
iter=17 terr=0.48179 serr=0.98675 act=65060 obj=2804.57092 diff=0.04200
iter=18 terr=0.46937 serr=0.98013 act=65060 obj=2563.72443 diff=0.08588
iter=19 terr=0.43681 serr=0.96689 act=65060 obj=2265.89974 diff=0.11617
iter=20 terr=0.43543 serr=0.96689 act=65060 obj=2258.46324 diff=0.00328
iter=21 terr=0.39956 serr=0.96026 act=65060 obj=2047.99471 diff=0.09319
iter=22 terr=0.41529 serr=0.97351 act=65060 obj=1992.02772 diff=0.02733
iter=23 terr=0.40094 serr=0.94702 act=65060 obj=1929.91004 diff=0.03118
iter=24 terr=0.38107 serr=0.92715 act=65060 obj=1784.66262 diff=0.07526
iter=25 terr=0.33858 serr=0.88079 act=65060 obj=1712.22621 diff=0.04059
iter=26 terr=0.34823 serr=0.90066 act=65060 obj=1631.32801 diff=0.04725
iter=27 terr=0.36286 serr=0.90066 act=65060 obj=1551.97131 diff=0.04865
iter=28 terr=0.36562 serr=0.90066 act=65060 obj=1523.84650 diff=0.01812
iter=29 terr=0.32975 serr=0.87417 act=65060 obj=1427.22850 diff=0.06340
iter=30 terr=0.32892 serr=0.86093 act=65060 obj=1448.25922 diff=0.01474
iter=31 terr=0.31457 serr=0.85430 act=65060 obj=1387.39554 diff=0.04203
iter=32 terr=0.31512 serr=0.86093 act=65060 obj=1336.56487 diff=0.03664
iter=33 terr=0.29111 serr=0.82781 act=65060 obj=1280.13776 diff=0.04222
iter=34 terr=0.24310 serr=0.77483 act=65060 obj=1249.14420 diff=0.02421
iter=35 terr=0.27732 serr=0.79470 act=65060 obj=1212.85701 diff=0.02905
iter=36 terr=0.28311 serr=0.80795 act=65060 obj=1196.43894 diff=0.01354
iter=37 terr=0.29029 serr=0.81457 act=65060 obj=1171.44189 diff=0.02089
iter=38 terr=0.28808 serr=0.81457 act=65060 obj=1123.86032 diff=0.04062
iter=39 terr=0.25773 serr=0.73510 act=65060 obj=1079.10671 diff=0.03982
iter=40 terr=0.20971 serr=0.68212 act=65060 obj=1032.51990 diff=0.04317
iter=41 terr=0.18874 serr=0.66225 act=65060 obj=1007.31145 diff=0.02441
iter=42 terr=0.22792 serr=0.67550 act=65060 obj=982.91540 diff=0.02422
iter=43 terr=0.18598 serr=0.63576 act=65060 obj=964.50763 diff=0.01873
iter=44 terr=0.16170 serr=0.58278 act=65060 obj=950.91963 diff=0.01409
iter=45 terr=0.16832 serr=0.58278 act=65060 obj=927.02979 diff=0.02512
iter=46 terr=0.16667 serr=0.58278 act=65060 obj=905.13231 diff=0.02362
iter=47 terr=0.16639 serr=0.55629 act=65060 obj=885.24310 diff=0.02197
iter=48 terr=0.17053 serr=0.55629 act=65060 obj=873.36769 diff=0.01341
iter=49 terr=0.12721 serr=0.49007 act=65060 obj=867.78304 diff=0.00639
iter=50 terr=0.14045 serr=0.50331 act=65060 obj=859.27617 diff=0.00980
iter=51 terr=0.14018 serr=0.49007 act=65060 obj=854.25701 diff=0.00584
iter=52 terr=0.13742 serr=0.47020 act=65060 obj=846.17077 diff=0.00947
iter=53 terr=0.12859 serr=0.46358 act=65060 obj=827.28862 diff=0.02231
iter=54 terr=0.12169 serr=0.44371 act=65060 obj=828.14727 diff=0.00104
